"person_id","birth","birth.lat","birth.long","birth.country","birth.state","res","res.lat","res.long","res.country","res.state"
1,"Turku, Finland",60.4515944,22.2669983,"Finland",NA,"Helsinki, Finland",60.1698897,24.9384719,"Finland",NA
2,"São Paulo, São Paulo, Brazil",-23.5506507,-46.6333824,"Brazil",NA,"Rio de Janeiro, Rio de Janeiro, Brazil",-22.9110137,-43.2093727,"Brazil",NA
3,"Nattika, Thrissur district, India",10.4166256,76.1525844,"India",NA,"Abu Dhabi, United Arab Emirates",24.4538352,54.3774014,"United Arab Emirates",NA
4,"Hatay, Turkey",36.3451332,36.0748022,"Turkey",NA,"Clifton, New Jersey, United States",40.8584328,-74.1637553,"United States","New Jersey"
5,"New London, Connecticut, United States",41.3556187,-72.0997804,"United States","Connecticut","Shelburne, Vermont, United States",44.3783486,-73.2276183,"United States","Vermont"
6,"Madrid, Spain",40.416782,-3.703507,"Spain",NA,"Madrid, Spain",40.416782,-3.703507,"Spain",NA
7,"Miami, Florida, United States",25.7741728,-80.19362,"United States","Florida","Miami, Florida, United States",25.7741728,-80.19362,"United States","Florida"
8,"Alexandria, Virginia, United States",38.8051095,-77.0470229,"United States","Virginia","Great Falls, Virginia, United States",39.0116538,-77.3083988,"United States","Virginia"
10,"New York, New York, United States",40.7127281,-74.0060152,"United States","New York","Palm Beach, Florida, United States",26.6279798,-80.4494174,"United States","Florida"
11,"Krasnodar, Russia",45.0351532,38.9772396,"Russia",NA,"Moscow, Russia",55.625578,37.6063916,"Russia",NA
12,"Saratov, Russia",51.530018,46.034683,"Russia",NA,"Moscow, Russia",55.625578,37.6063916,"Russia",NA
13,"Rio de Janeiro, Rio de Janeiro, Brazil",-22.9110137,-43.2093727,"Brazil",NA,"São Paulo, São Paulo, Brazil",-23.5506507,-46.6333824,"Brazil",NA
14,"Minsk, Belarus",53.9024716,27.5618225,"Belarus",NA,"Moscow, Russia",55.625578,37.6063916,"Russia",NA
15,"New York, New York, United States",40.7127281,-74.0060152,"United States","New York","New York, New York, United States",40.7127281,-74.0060152,"United States","New York"
18,"Bartlesville, Oklahoma, United States",36.7509272,-95.9771779,"United States","Oklahoma","Houston, Texas, United States",29.7589382,-95.3676974,"United States","Texas"
19,"Melbourne, Australia",-37.8142454,144.9631732,"Australia",NA,"Sydney, Australia",-33.8698439,151.2082848,"Australia",NA
21,"Paitra Neamt, Romania",46.91667,26.33333,"Romania",NA,"Montreal, Quebec, Canada",45.5031824,-73.5698065,"Canada",NA
22,"Houston, Texas, United States",29.7589382,-95.3676974,"United States","Texas","Nashville, Tennessee, United States",36.1622767,-86.7742984,"United States","Tennessee"
23,"Ahmedabad, Gujarat, India",23.0215374,72.5800568,"India",NA,"Ahmedabad, Gujarat, India",23.0215374,72.5800568,"India",NA
27,"Leeds, United Kingdom",53.7974185,-1.5437941,"United Kingdom",NA,"Leicester, United Kingdom",52.6362,-1.1331969,"United Kingdom",NA
28,"Philadelphia, Pennsylvania, United States",39.9527237,-75.1635262,"United States","Pennsylvania","Haverford, Pennsylvania, United States",40.0131672,-75.2943516,"United States","Pennsylvania"
29,"Tel Aviv, Israel",32.0852997,34.7818064,"Israel",NA,"Las Vegas, Nevada, United States",36.1674263,-115.1484131,"United States","Nevada"
30,"Boston, Massachusetts, United States",42.3554334,-71.060511,"United States","Massachusetts","Las Vegas, Nevada, United States",36.1674263,-115.1484131,"United States","Nevada"
31,"Ibadan, Nigeria",7.3786064,3.8969928,"Nigeria",NA,"Lagos, Nigeria",6.4550575,3.3941795,"Nigeria",NA
32,"Malang, East Java, Indonesia",-7.9771308,112.6340265,"Indonesia",NA,"Surabaya, Indonesia",-7.2462836,112.7377674,"Indonesia",NA
34,"Beirut, Lebanon",33.8892265,35.5025585,"Lebanon",NA,"Lexington, Massachusetts, United States",42.4473175,-71.2245003,"United States","Massachusetts"
35,"Mumbai, Maharashtra, India",19.054999,72.8692035,"India",NA,"Pune, Maharashtra, India",18.5213738,73.8545071,"India",NA
36,"Baku, Azerbaijan",40.3755885,49.8328009,"Azerbaijan",NA,"Moscow, Russia",55.625578,37.6063916,"Russia",NA
37,"Of, Trabzon, Turkey",40.947642,40.2694068,"Turkey",NA,"Istanbul, Turkey",41.006381,28.9758715,"Turkey",NA
41,"Kolkata, West Bengal, India",22.5726459,88.3638953,"India",NA,"Kolkata, West Bengal, India",22.5726459,88.3638953,"India",NA
42,"Patna, Bihar, India",25.6093239,85.1235252,"India",NA,"London, United Kingdom",51.4893335,-0.1440551,"United Kingdom",NA
50,"Raipur, Chhattisgarh, India",21.2380912,81.6336993,"India",NA,"Mumbai, Maharashtra, India",19.054999,72.8692035,"India",NA
51,"São Paulo, São Paulo, Brazil",-23.5506507,-46.6333824,"Brazil",NA,"São Paulo, São Paulo, Brazil",-23.5506507,-46.6333824,"Brazil",NA
52,"São Paulo, São Paulo, Brazil",-23.5506507,-46.6333824,"Brazil",NA,"São Paulo, São Paulo, Brazil",-23.5506507,-46.6333824,"Brazil",NA
53,"São Paulo, São Paulo, Brazil",-23.5506507,-46.6333824,"Brazil",NA,"Campos do Jordão, Brazil",-22.738299,-45.5903769,"Brazil",NA
57,"Kempsey, New South Wales, Australia",-30.9056457,152.5228021,"Australia",NA,"Sydney, Australia",-33.8698439,151.2082848,"Australia",NA
58,"Tafraout, Morocco",29.720472,-8.9744529,"Morocco",NA,"Casablanca, Morocco",33.5945144,-7.6200284,"Morocco",NA
59,"Baku, Azerbaijan",40.3755885,49.8328009,"Azerbaijan",NA,"Moscow, Russia",55.625578,37.6063916,"Russia",NA
60,"Donetsk, Ukraine",48.0158753,37.8013407,"Ukraine",NA,"Donetsk, Ukraine",48.0158753,37.8013407,"Ukraine",NA
61,"Istanbul, Turkey",41.006381,28.9758715,"Turkey",NA,"Istanbul, Turkey",41.006381,28.9758715,"Turkey",NA
62,"Dessie, Ethiopia",11.122604,39.634982,"Ethiopia",NA,"Jeddah, Saudi Arabia",21.5504432,39.1742363,"Saudi Arabia",NA
65,"Ibra, Oman",22.7081773,58.5409926,"Oman",NA,"Muscat, Oman",23.6123628,58.5938134,"Oman",NA
67,"Alexandria, Egypt",31.1991806,29.8951716,"Egypt",NA,"London, United Kingdom",51.4893335,-0.1440551,"United Kingdom",NA
68,"Dubai, United Arab Emirates",25.0742823,55.1885387,"United Arab Emirates",NA,"Dubai, United Arab Emirates",25.0742823,55.1885387,"United Arab Emirates",NA
69,"Dubai, United Arab Emirates",25.0742823,55.1885387,"United Arab Emirates",NA,"Dubai, United Arab Emirates",25.0742823,55.1885387,"United Arab Emirates",NA
79,"Riyadh, Saudi Arabia",23.333333,45.333333,"Saudi Arabia",NA,"Paris, France",48.8588897,2.320041,"France",NA
80,"Jeddah, Saudi Arabia",21.5504432,39.1742363,"Saudi Arabia",NA,"Geneva, Switzerland",46.2017559,6.1466014,"Switzerland",NA
81,"Riyadh, Saudi Arabia",23.333333,45.333333,"Saudi Arabia",NA,"London, United Kingdom",51.4893335,-0.1440551,"United Kingdom",NA
85,"Riyadh, Saudi Arabia",23.333333,45.333333,"Saudi Arabia",NA,"Beirut, Lebanon",33.8892265,35.5025585,"Lebanon",NA
90,"Jeddah, Saudi Arabia",21.5504432,39.1742363,"Saudi Arabia",NA,"Jeddah, Saudi Arabia",21.5504432,39.1742363,"Saudi Arabia",NA
92,"Riyadh, Saudi Arabia",23.333333,45.333333,"Saudi Arabia",NA,"Riyadh, Saudi Arabia",23.333333,45.333333,"Saudi Arabia",NA
93,"Kuwait City, Kuwait",29.3796532,47.9734174,"Kuwait",NA,"Kuwait City, Kuwait",29.3796532,47.9734174,"Kuwait",NA
104,"Al Bukairiyah, Al Qassim, Saudi Arabia",26.13915,43.65782,"Saudi Arabia",NA,"Riyadh, Saudi Arabia",23.333333,45.333333,"Saudi Arabia",NA
106,"Al Bukairiyah, Al Qassim, Saudi Arabia",26.13915,43.65782,"Saudi Arabia",NA,"Riyadh, Saudi Arabia",23.333333,45.333333,"Saudi Arabia",NA
107,"Al Bukairiyah, Al Qassim, Saudi Arabia",26.13915,43.65782,"Saudi Arabia",NA,"Riyadh, Saudi Arabia",23.333333,45.333333,"Saudi Arabia",NA
110,"Jeddah, Saudi Arabia",21.5504432,39.1742363,"Saudi Arabia",NA,"Riyadh, Saudi Arabia",23.333333,45.333333,"Saudi Arabia",NA
114,"Doha, Qatar",25.2856329,51.5264162,"Qatar",NA,"Doha, Qatar",25.2856329,51.5264162,"Qatar",NA
116,"Doha, Qatar",25.2856329,51.5264162,"Qatar",NA,"Doha, Qatar",25.2856329,51.5264162,"Qatar",NA
117,"Ikorodu, Nigeria",6.6191233,3.5041271,"Nigeria",NA,"Lagos, Nigeria",6.4550575,3.3941795,"Nigeria",NA
122,"Essen, Germany",51.4582235,7.0158171,"Germany",NA,"Mülheim an der Ruhr, Germany",51.4272925,6.8829192,"Germany",NA
124,"Essen, Germany",51.4582235,7.0158171,"Germany",NA,"Mülheim an der Ruhr, Germany",51.4272925,6.8829192,"Germany",NA
125,"Alor Setar, Kedah, Malaysia",6.1231908,100.3683962,"Malaysia",NA,"Kuala Lumpur, Malaysia",3.1526589,101.7022205,"Malaysia",NA
126,"Madrid, Spain",40.416782,-3.703507,"Spain",NA,"Madrid, Spain",40.416782,-3.703507,"Spain",NA
127,"Baku, Azerbaijan",40.3755885,49.8328009,"Azerbaijan",NA,"Moscow, Russia",55.625578,37.6063916,"Russia",NA
128,"Gatteo, Forlì-Cesena, Italy",44.109466,12.386042,"Italy",NA,"Cesena, Italy",44.136352,12.2422442,"Italy",NA
129,"New York, New York, United States",40.7127281,-74.0060152,"United States","New York","Houston, Texas, United States",29.7589382,-95.3676974,"United States","Texas"
130,"Vladivostok, Russia",43.1150678,131.8855768,"Russia",NA,"Vladivostok, Russia",43.1150678,131.8855768,"Russia",NA
132,"Waterville, Maine, United States",44.5505773,-69.6303174,"United States","Maine","Scarborough, Maine, United States",43.5901655,-70.334505,"United States","Maine"
133,"Waterville, Maine, United States",44.5505773,-69.6303174,"United States","Maine","Weston, Massachusetts, United States",42.3667625,-71.3031132,"United States","Massachusetts"
134,"Waterville, Maine, United States",44.5505773,-69.6303174,"United States","Maine","Boston, Massachusetts, United States",42.3554334,-71.060511,"United States","Massachusetts"
135,"New York, New York, United States",40.7127281,-74.0060152,"United States","New York","New York, New York, United States",40.7127281,-74.0060152,"United States","New York"
136,"Seattle, Washington, United States",47.6038321,-122.330062,"United States","Washington","Mercer Island, Washington, United States",47.5766324,-122.2276378,"United States","Washington"
138,"Chicago, Illinois, United States",41.8755616,-87.6244212,"United States","Illinois","San Francisco, California, United States",37.7792588,-122.4193286,"United States","California"
139,"Raqqa, Syria",35.949678,39.0089212,"Syria",NA,"Montpellier, France",43.6112422,3.8767337,"France",NA
140,"Yekaterinburg, Russia",56.8382071,60.6007886,"Russia",NA,"Yekaterinburg, Russia",56.8382071,60.6007886,"Russia",NA
141,"Thrissur, Kerala, India",10.5270099,76.214621,"India",NA,"Kochi, India",9.9679032,76.2444378,"India",NA
143,"Mumbai, Maharashtra, India",19.054999,72.8692035,"India",NA,"Mumbai, Maharashtra, India",19.054999,72.8692035,"India",NA
145,"Aden, Yemen",12.789585,45.028504,"Yemen",NA,"Mumbai, Maharashtra, India",19.054999,72.8692035,"India",NA
146,"Vadodara, Gujarat, India",22.2973142,73.1942567,"India",NA,"Vadodara, Gujarat, India",22.2973142,73.1942567,"India",NA
150,"Moscow, Russia",55.625578,37.6063916,"Russia",NA,"Moscow, Russia",55.625578,37.6063916,"Russia",NA
151,"Moscow, Russia",55.625578,37.6063916,"Russia",NA,"Moscow, Russia",55.625578,37.6063916,"Russia",NA
153,"Istanbul, Turkey",41.006381,28.9758715,"Turkey",NA,"Barcelona, Spain",41.3825802,2.177073,"Spain",NA
154,"Toulouse, Haute-Garonne, France",43.6044638,1.4442433,"France",NA,"Toronto, Ontario, Canada",43.6534817,-79.3839347,"Canada",NA
160,"Cedar Falls, Iowa, United States",42.5361805,-92.447758,"United States","Iowa","Atherton, California, United States",37.453773,-122.2058272,"United States","California"
161,"Moscow, Russia",55.625578,37.6063916,"Russia",NA,"London, United Kingdom",51.4893335,-0.1440551,"United Kingdom",NA
162,"Oslo, Norway",59.9133301,10.7389701,"Norway",NA,"Oslo, Norway",59.9133301,10.7389701,"Norway",NA
163,"Oslo, Norway",59.9133301,10.7389701,"Norway",NA,"Oslo, Norway",59.9133301,10.7389701,"Norway",NA
164,"Surabaya, Indonesia",-7.2462836,112.7377674,"Indonesia",NA,"Jakarta, Indonesia",-6.1754049,106.827168,"Indonesia",NA
165,"Manila, Philippines",14.5904492,120.9803621,"Philippines",NA,"Manila, Philippines",14.5904492,120.9803621,"Philippines",NA
170,"Ferrara, Ferrara, Italy",44.8372737,11.6186451,"Italy",NA,"Santiago, Chile",-33.4377756,-70.6504502,"Chile",NA
172,"Hanoi, Vietnam",21.0283334,105.854041,"Vietnam",NA,"Hanoi, Vietnam",21.0283334,105.854041,"Vietnam",NA
173,"Almaty, Kazakhstan",43.2363924,76.9457275,"Kazakhstan",NA,"Zurich, Switzerland",47.3744489,8.5410422,"Switzerland",NA
176,"Russell, Kansas, United States",38.8970508,-98.7980433,"United States","Kansas","Denver, Colorado, United States",39.7392364,-104.984862,"United States","Colorado"
178,"Worcester, Massachusetts, United States",42.2625621,-71.8018877,"United States","Massachusetts","Miami Beach, Florida, United States",25.7929198,-80.1353006,"United States","Florida"
180,"Helsinki, Finland",60.1698897,24.9384719,"Finland",NA,"Helsinki, Finland",60.1698897,24.9384719,"Finland",NA
181,"Shuibeizhen, Xinyu, Jiangxi, China",28.04118,115.05725,"China",NA,"Beijing, Beijing, China",39.9057136,116.3912972,"China",NA
182,"Sorrento, Naples, Italy",40.624906,14.374836,"Italy",NA,"Geneva, Switzerland",46.2017559,6.1466014,"Switzerland",NA
183,"Haifa, Israel",32.8191218,34.9983856,"Israel",NA,"Geneva, Switzerland",46.2017559,6.1466014,"Switzerland",NA
185,"Ota, Gunma, Japan",36.2911561,139.3754233,"Japan",NA,"Tokyo, Japan",35.6768601,139.7638947,"Japan",NA
186,"Mexico City, Mexico",19.3207722,-99.1514678,"Mexico",NA,"Mexico City, Mexico",19.3207722,-99.1514678,"Mexico",NA
187,"Tampico, Tamaulipas, Mexico",22.2701096,-97.8948674,"Mexico",NA,"Los Angeles, California, United States",34.0536909,-118.242766,"United States","California"
188,"Bucaramanga, Colombia",7.1669842,-73.1047294,"Colombia",NA,"Bogotá, Colombia",4.6533817,-74.0836331,"Colombia",NA
190,"Detroit, Michigan, United States",42.3315509,-83.046640300000007,"United States","Michigan","Newport Beach, California, United States",33.6170092,-117.9294401,"United States","California"
191,"Tel Aviv, Israel",32.0852997,34.7818064,"Israel",NA,"Bal Harbour, Florida, United States",25.8917613,-80.1269896,"United States","Florida"
192,"New York, New York, United States",40.7127281,-74.0060152,"United States","New York","Tel Aviv, Israel",32.0852997,34.7818064,"Israel",NA
194,"Olaberria, Gipuzkoa, Spain",43.0269276,-2.2036619,"Spain",NA,"Gstaad, Switzerland",46.4721619,7.288748,"Switzerland",NA
195,"Ramat Gan, Israel",32.0686867,34.8246812,"Israel",NA,"Herzliya Pituach, Israel",32.1739444,34.8081804,"Israel",NA
196,"Piacenza, Piacenza, Italy",45.0534751,9.6947461,"Italy",NA,"Milan, Italy",45.4641943,9.1896346,"Italy",NA
198,"San Jose, California, United States",37.3361663,-121.890591,"United States","California","San Francisco, California, United States",37.7792588,-122.4193286,"United States","California"
200,"Roubaix, Nord, France",50.6915893,3.1741734,"France",NA,"Paris, France",48.8588897,2.320041,"France",NA
202,"Dallas, Texas, United States",32.7762719,-96.7968559,"United States","Texas","Houston, Texas, United States",29.7589382,-95.3676974,"United States","Texas"
205,"Inglewood, California, United States",33.9562003,-118.353132,"United States","California","Portola Valley, California, United States",37.3736298,-122.219047,"United States","California"
206,"São Paulo, São Paulo, Brazil",-23.5506507,-46.6333824,"Brazil",NA,"São Paulo, São Paulo, Brazil",-23.5506507,-46.6333824,"Brazil",NA
207,"Ankara, Turkey",39.9207759,32.8540497,"Turkey",NA,"Istanbul, Turkey",41.006381,28.9758715,"Turkey",NA
208,"Cremona, Cremona, Italy",45.1334796,10.0248716,"Italy",NA,"Cremona, Italy",45.2208641,10.037038,"Italy",NA
212,"Chichester, West Sussex, United Kingdom",50.8364862,-0.7791721,"United Kingdom",NA,"Turks and Caicos Islands, Turks & Caicos Islands",21.721746,-71.5527809,"Turks & Caicos Islands",NA
214,"Walsall, Staffordshire, United Kingdom",52.6326929,-2.0167166,"United Kingdom",NA,"Hertfordshire, United Kingdom",51.8400523,-0.0978552,"United Kingdom",NA
215,"New York, New York, United States",40.7127281,-74.0060152,"United States","New York","Greenwich, Connecticut, United States",41.0264862,-73.6284598,"United States","Connecticut"
217,"Boulder, Colorado, United States",40.0149856,-105.270545,"United States","Colorado","New York, New York, United States",40.7127281,-74.0060152,"United States","New York"
218,"Baghdad, Iraq",33.3061701,44.3872213,"Iraq",NA,"London, United Kingdom",51.4893335,-0.1440551,"United Kingdom",NA
220,"Geelong, Victoria, Australia",-38.1493248,144.3598241,"Australia",NA,"Melbourne, Australia",-37.8142454,144.9631732,"Australia",NA
221,"Nixa, Missouri, United States",37.0433856,-93.2986635,"United States","Missouri","Brownsville, Texas, United States",25.9024289,-97.4981698,"United States","Texas"
222,"Houston, Texas, United States",29.7589382,-95.3676974,"United States","Texas","Houston, Texas, United States",29.7589382,-95.3676974,"United States","Texas"
223,"Odintsovo, Russia",55.678223,37.2668096,"Russia",NA,"Moscow, Russia",55.625578,37.6063916,"Russia",NA
224,"Goryachy Klyuch, Krasnodar Krai, Russia",44.6342653,39.1363613,"Russia",NA,"Moscow, Russia",55.625578,37.6063916,"Russia",NA
225,"Moscow, Russia",55.625578,37.6063916,"Russia",NA,"Klaugi, Latvia",56.8712701,25.8983647,"Latvia",NA
227,"Kobe, Hyōgo, Japan",34.6932379,135.1943764,"Japan",NA,"Tokyo, Japan",35.6768601,139.7638947,"Japan",NA
228,"Lagos, Nigeria",6.4550575,3.3941795,"Nigeria",NA,"Atlanta, Georgia, United States",33.7544657,-84.3898151,"United States","Georgia"
229,"Arapgir, Turkey",39.0422423,38.4898342,"Turkey",NA,"Istanbul, Turkey",41.006381,28.9758715,"Turkey",NA
231,"Mexico City, Mexico",19.3207722,-99.1514678,"Mexico",NA,"Mexico City, Mexico",19.3207722,-99.1514678,"Mexico",NA
232,"Igunga District, Tabora Region, Tanzania",-4.297499,33.8765338,"Tanzania",NA,"Dar es Salaam, Tanzania",-6.8160837,39.2803583,"Tanzania",NA
234,"Montreal, Quebec, Canada",45.5031824,-73.5698065,"Canada",NA,"Toronto, Ontario, Canada",43.6534817,-79.3839347,"Canada",NA
235,"Montreal, Quebec, Canada",45.5031824,-73.5698065,"Canada",NA,"Montreal, Quebec, Canada",45.5031824,-73.5698065,"Canada",NA
236,"Montreal, Quebec, Canada",45.5031824,-73.5698065,"Canada",NA,"Herzliya, Israel",32.1656255,34.846902300000004,"Israel",NA
237,"Itami, Hyōgo, Japan",34.7845024,135.4004409,"Japan",NA,"Tokyo, Japan",35.6768601,139.7638947,"Japan",NA
238,"Bratislava, Slovakia",48.1516988,17.1093063,"Slovakia",NA,"Prague, Czechia",50.0596288,14.4464593,"Czechia",NA
239,"Diyarbakir, Turkey",37.9162222,40.2363542,"Turkey",NA,"Ankara, Turkey",39.9207759,32.8540497,"Turkey",NA
240,"Raleigh, North Carolina, United States",35.7803977,-78.6390989,"United States","North Carolina","Oyster Bay, New York, United States",40.7696568,-73.4998608,"United States","New York"
241,"Bolougne-Billancourt, Hauts-de-Seine, France",48.83545,2.24128,"France",NA,"Paris, France",48.8588897,2.320041,"France",NA
243,"Sur, Oman",22.5694263,59.5297203,"Oman",NA,"Muscat, Oman",23.6123628,58.5938134,"Oman",NA
244,"Sur, Oman",22.5694263,59.5297203,"Oman",NA,"Muscat, Oman",23.6123628,58.5938134,"Oman",NA
245,"Xinxiang, Henan, China",35.308611,114.051111,"China",NA,"Dongguan, Guangdong, China",23.0183568,113.7452332,"China",NA
246,"Xiantao, Hubei, China",30.364029,113.4486702,"China",NA,"Ningbo, Zhejiang, China",29.8622194,121.6203873,"China",NA
247,"Pittsburgh, Pennsylvania, United States",40.4416941,-79.9900861,"United States","Pennsylvania","Aspen, Colorado, United States",39.1911128,-106.82356,"United States","Colorado"
248,"Mexico City, Mexico",19.3207722,-99.1514678,"Mexico",NA,"Mexico City, Mexico",19.3207722,-99.1514678,"Mexico",NA
258,"Kolkata, West Bengal, India",22.5726459,88.3638953,"India",NA,"Pune, Maharashtra, India",18.5213738,73.8545071,"India",NA
259,"Pune, Maharashtra, India",18.5213738,73.8545071,"India",NA,"Pune, Maharashtra, India",18.5213738,73.8545071,"India",NA
263,"Opava, Czechia",49.9389004,17.9024174,"Czechia",NA,"Geneva, Switzerland",46.2017559,6.1466014,"Switzerland",NA
264,"Chicago, Illinois, United States",41.8755616,-87.6244212,"United States","Illinois","New York, New York, United States",40.7127281,-74.0060152,"United States","New York"
265,"Chicago, Illinois, United States",41.8755616,-87.6244212,"United States","Illinois","New York, New York, United States",40.7127281,-74.0060152,"United States","New York"
266,"Mumbai, Maharashtra, India",19.054999,72.8692035,"India",NA,"Ahmedabad, Gujarat, India",23.0215374,72.5800568,"India",NA
267,"Ivano-Frankivsk, Ukraine",48.7481718,24.5207477,"Ukraine",NA,"Kyiv, Ukraine",50.4500336,30.5241361,"Ukraine",NA
269,"Serpukhov, Moscow Oblast, Russia",54.9155247,37.4195533,"Russia",NA,"Moscow, Russia",55.625578,37.6063916,"Russia",NA
270,"Syangja, Nepal",28.0445533,83.82767,"Nepal",NA,"Haridwar, India",29.9384473,78.1452985,"India",NA
271,"Detroit, Michigan, United States",42.3315509,-83.046640300000007,"United States","Michigan","Hunts Point, Washington, United States",47.6434321,-122.230124,"United States","Washington"
272,"Seaforth, Ontario, Canada",43.5534328,-81.3934183,"Canada",NA,"Waterloo, Ontario, Canada",43.4652699,-80.5222961,"Canada",NA
274,"Amsterdam, Netherlands",52.3730796,4.8924534,"Netherlands",NA,"Amsterdam, Netherlands",52.3730796,4.8924534,"Netherlands",NA
275,"Staffordshire, United Kingdom",52.8246942,-2.0074547,"United Kingdom",NA,"Gloucestershire, United Kingdom",51.7643786,-2.1880662,"United Kingdom",NA
276,"Marseille, France",43.2961743,5.3699525,"France",NA,"Boston, Massachusetts, United States",42.3554334,-71.060511,"United States","Massachusetts"
277,"Seoul, South Korea",37.5666791,126.9782914,"South Korea",NA,"Seoul, South Korea",37.5666791,126.9782914,"South Korea",NA
278,"Seoul, South Korea",37.5666791,126.9782914,"South Korea",NA,"Seoul, South Korea",37.5666791,126.9782914,"South Korea",NA
279,"Amritsar, Punjab, India",31.6356659,74.8787496,"India",NA,"Hong Kong, China",22.2793278,114.1628131,"China",NA
280,"Kolkata, West Bengal, India",22.5726459,88.3638953,"India",NA,"Kolkata, West Bengal, India",22.5726459,88.3638953,"India",NA
282,"Stanford, California, United States",37.427467,-122.1702445,"United States","California","Nassau, Bahamas",25.0782266,-77.3383438,"Bahamas",NA
283,"Ashkelon, Israel",31.6687545,34.5740485,"Israel",NA,"Palo Alto, California, United States",37.4443293,-122.1598465,"United States","California"
284,"Chandigarh, India",30.7334421,76.7797143,"India",NA,"Singapore, Singapore",1.357107,103.8194992,"Singapore",NA
285,"Chandigarh, India",30.7334421,76.7797143,"India",NA,"Bengaluru, Karnataka, India",12.9767936,77.590082,"India",NA
286,"Sagunto, Spain",39.6792916,-0.2786451,"Spain",NA,"London, United Kingdom",51.4893335,-0.1440551,"United Kingdom",NA
287,"Longnan County, Jiangxi, China",33.9981882,105.2018925,"China",NA,"Nanchang, Jiangxi, China",28.6472124,116.0348483,"China",NA
288,"Belém, Pará, Brazil",-1.45056,-48.4682453,"Brazil",NA,"Rio de Janeiro, Rio de Janeiro, Brazil",-22.9110137,-43.2093727,"Brazil",NA
289,"London, United Kingdom",51.4893335,-0.1440551,"United Kingdom",NA,"Island of Brecquou, United Kingdom",49.43222,-2.38833,"United Kingdom",NA
291,"Milan, Italy",45.4641943,9.1896346,"Italy",NA,"Parma, Italy",44.6952006,10.0979869,"Italy",NA
292,"Milan, Italy",45.4641943,9.1896346,"Italy",NA,"Parma, Italy",44.6952006,10.0979869,"Italy",NA
293,"Milan, Italy",45.4641943,9.1896346,"Italy",NA,"Parma, Italy",44.6952006,10.0979869,"Italy",NA
294,"Milan, Italy",45.4641943,9.1896346,"Italy",NA,"Parma, Italy",44.6952006,10.0979869,"Italy",NA
295,"Bandung, West Java, Indonesia",-6.9218457,107.6070833,"Indonesia",NA,"Jakarta, Indonesia",-6.1754049,106.827168,"Indonesia",NA
296,"St. Louis, Missouri, United States",38.6280278,-90.1910154,"United States","Missouri","Austin, Texas, United States",30.2711286,-97.7436995,"United States","Texas"
298,"Ashbury Park, New Jersey, United States",40.220378,-74.011808,"United States","New Jersey","New York, New York, United States",40.7127281,-74.0060152,"United States","New York"
299,"Los Angeles, California, United States",34.0536909,-118.242766,"United States","California","Los Angeles, California, United States",34.0536909,-118.242766,"United States","California"
301,"New Canaan, Connecticut, United States",41.146763,-73.4948446,"United States","Connecticut","Seattle, Washington, United States",47.6038321,-122.330062,"United States","Washington"
302,"Istanbul, Turkey",41.006381,28.9758715,"Turkey",NA,"Istanbul, Turkey",41.006381,28.9758715,"Turkey",NA
303,"Elazig, Turkey",38.5824771,39.396179,"Turkey",NA,"Istanbul, Turkey",41.006381,28.9758715,"Turkey",NA
305,"Fort Worth, Texas, United States",32.753177,-97.3327459,"United States","Texas","Fort Worth, Texas, United States",32.753177,-97.3327459,"United States","Texas"
306,"Fort Worth, Texas, United States",32.753177,-97.3327459,"United States","Texas","Fort Worth, Texas, United States",32.753177,-97.3327459,"United States","Texas"
308,"Fort Worth, Texas, United States",32.753177,-97.3327459,"United States","Texas","Fort Worth, Texas, United States",32.753177,-97.3327459,"United States","Texas"
309,"Fort Worth, Texas, United States",32.753177,-97.3327459,"United States","Texas","Fort Worth, Texas, United States",32.753177,-97.3327459,"United States","Texas"
310,"Winnipeg, Manitoba, Canada",49.8955367,-97.1384584,"Canada",NA,"San Francisco, California, United States",37.7792588,-122.4193286,"United States","California"
311,"Formosa, Goias, Brazil",-15.5492443,-47.3301212,"Brazil",NA,"São Paulo, São Paulo, Brazil",-23.5506507,-46.6333824,"Brazil",NA
312,"Formosa, Goias, Brazil",-15.5492443,-47.3301212,"Brazil",NA,"São Paulo, São Paulo, Brazil",-23.5506507,-46.6333824,"Brazil",NA
313,"Governador Valadares, Minas Gerais, Brazil",-18.8574388,-41.9439184,"Brazil",NA,"Rio de Janeiro, Rio de Janeiro, Brazil",-22.9110137,-43.2093727,"Brazil",NA
315,"Moscow, Russia",55.625578,37.6063916,"Russia",NA,"London, United Kingdom",51.4893335,-0.1440551,"United Kingdom",NA
316,"Prague, Czechia",50.0596288,14.4464593,"Czechia",NA,"Prague, Czechia",50.0596288,14.4464593,"Czechia",NA
317,"Hamburg, Germany",53.550341,10.000654,"Germany",NA,"Hamburg, Germany",53.550341,10.000654,"Germany",NA
319,"Meilen, Zurich, Switzerland",47.270428,8.6412249,"Switzerland",NA,"Rheinfelden, Switzerland",47.5543859,7.7922905,"Switzerland",NA
320,"Heidelberg, Germany",49.4093582,8.694724,"Germany",NA,"Monaco, Monaco",43.7323492,7.4276832,"Monaco",NA
323,"Istanbul, Turkey",41.006381,28.9758715,"Turkey",NA,"Istanbul, Turkey",41.006381,28.9758715,"Turkey",NA
324,"Istanbul, Turkey",41.006381,28.9758715,"Turkey",NA,"Istanbul, Turkey",41.006381,28.9758715,"Turkey",NA
